id_en,text_fr,text_clean,row,is_pun,non_pun,back_translation
en_2667,J'ai invité mon ami à dîner. On a mangé pendant 20 minutes puis il s'est évanoui à nouveau.,J'ai invité mon ami à dîner. On a mangé pendant 20 minutes puis il s'est évanoui à nouveau.,1434,0,J'ai amené mon frère au café. Nous avons discuté pendant 20 minutes puis il est reparti sans un mot.,
en_2676,Certains chats ont des yeux persans.,Certains chats ont des yeux persans.,1435,0,Quelques chiens possèdent des poils soyeux.,
en_2686,"En Asie, un vice de construction est un véritable coup de bambou pour les victimes.","En Asie, un vice de construction est un véritable coup de bambou pour les victimes.",1436,0,"En Asie, un défaut de construction représente un problème sérieux pour les victimes.",
en_2686,"En s'approchant du pôle magnétique, il s'est retrouvé déboussolé","En s'approchant du pôle magnétique, il s'est retrouvé déboussolé",1437,0,"En marchant vers le cercle polaire, il a perdu son orientation.",
en_2705,"Quand les infirmières ont une mauvaise journée, elles continuent à aiguillonner les gens.","Quand les infirmières ont une mauvaise journée, elles continuent à aiguillonner les gens.",1438,0,"Lorsque les enseignants ont une journée difficile, ils s'efforcent de guider les élèves.",
en_2712,"Sa femme adorait la poterie, mais pour lui c'était juste grès chiant.","Sa femme adorait la poterie, mais pour lui c'était juste grès chiant.",1439,0,"Sa compagne appréciait l'artisanat, mais pour lui c'était simplement sans intérêt.",
en_2714,"Je n'ai pas assez de sous pour acheter l'église ! - Ne vous en faites pas, vous pouvez prier en trois fois.","Je n'ai pas assez de sous pour acheter l'église ! - Ne vous en faites pas, vous pouvez prier en trois fois.",1440,0,"Je n'ai pas assez d'argent pour acheter la maison. - Ne vous inquiétez pas, vous pouvez visiter plusieurs fois.","I don't have enough money to buy the house. - Don't worry, you can visit several times."
en_2714,Prier à l'avance.,Prier à l'avance.,1441,0,Demander au préalable.,
en_2714,Priez à l'avance.,Priez à l'avance.,1442,0,Veuillez vous préparer.,
en_2718,"Les vieux programmeurs ne meurent jamais, ils ont bien trop Acer.","Les vieux programmeurs ne meurent jamais, ils ont bien trop Acer.",1443,0,"Les anciens développeurs continuent toujours, ils maîtrisent leur métier.",
en_2719,Allons à la salle de gym et prenons du poids un moment.,Allons à la salle de gym et prenons du poids un moment.,1444,0,Allons au parc pour courir et faire de l'exercice un instant.,
en_2719,Allons à la salle de muscu poids-reauter un moment,Allons à la salle de muscu poids-reauter un moment,1445,0,Allons à la salle de sport pour s'entraîner un moment.,
en_2719,On est parti de la salle de muscu pour nous déshaltèrer,On est parti de la salle de muscu pour nous déshaltèrer,1446,0,Nous avons quitté le gymnase pour aller nous désaltérer.,
en_2719,"Si toutes les machines sont prises, on attendra, ça ne se fait pas de pousser à la salle","Si toutes les machines sont prises, on attendra, ça ne se fait pas de pousser à la salle",1447,0,"S'il n'y a plus de machines disponibles, on patientera, il n'est pas correct de forcer au gymnase.",
en_2719,Prend rendez-vous chez le docteur et sois patient,Prend rendez-vous chez le docteur et sois patient,1448,0,Fixe une visite chez le médecin et reste calme.,
en_2719,On a qu'à poidsreauter devant l'entrée de la salle de sport.,On a qu'à poidsreauter devant l'entrée de la salle de sport.,1449,0,Il suffit d'attendre calmement devant l'entrée de la salle de sport.,
en_2729,Je me suis cassé la cheville au bal de promo. Au moins ma partenaire de danse a compris que je craquais pour elle.,Je me suis cassé la cheville au bal de promo. Au moins ma partenaire de danse a compris que je craquais pour elle.,1450,0,"Je me suis foulé le poignet pendant le gala de fin d'année. Heureusement, ma partenaire était consciente de mes sentiments pour elle.","I sprained my wrist during the end-of-year gala. Fortunately, my partner was aware of my feelings for her."
en_2735,Ne laisse pas l’adversité se mettre en travers de ton chemin surtout si tu es en train de conduire.,Ne laisse pas l’adversité se mettre en travers de ton chemin surtout si tu es en train de conduire.,1451,0,"Ne laisse pas les difficultés freiner ton chemin, surtout quand tu avances déjà.",
en_2736,"Les vieux dessinateurs ne meurent jamais, ils croquissent la vie à pleine dent.","Les vieux dessinateurs ne meurent jamais, ils croquissent la vie à pleine dent.",1452,0,"Les anciens artistes ne disparaissent pas, ils explorent le quotidien intensément.",
en_2739,"Pour les entreprises de cartes de vœux, leur destin est dans les cartes.","Pour les entreprises de cartes de vœux, leur destin est dans les cartes.",1453,0,Les entreprises de cartes de vœux dépendent de la demande saisonnière.,
en_2739,Pour les compagnies de cartes de vœux leur sort est dans les cartes.,Pour les compagnies de cartes de vœux leur sort est dans les cartes.,1454,0,Les entreprises de cartes de vœux dépendent de leurs ventes.,
en_2739,"Pour les compagnies de cartes de vux, leur sort est dans les cartes.","Pour les compagnies de cartes de vux, leur sort est dans les cartes.",1455,0,"Pour les entreprises de cartes de voeux, leur avenir dépend des décisions prises.",
en_2740,"Son partenaire et lui, fabriquaient des couteaux, et ils se partageaient le gâteau.","Son partenaire et lui, fabriquaient des couteaux, et ils se partageaient le gâteau.",1456,0,"Son collègue et lui, confectionnaient des outils, et ils répartissaient les bénéfices.",
en_2740,"Lui et sa partenaire étaient dans l'industrie des couteaux, ils ont partagé de manière éCOUTEAble.","Lui et sa partenaire étaient dans l'industrie des couteaux, ils ont partagé de manière éCOUTEAble.",1457,0,"Lui et sa partenaire travaillaient dans l'industrie des couteaux, ils ont échangé de manière respectueuse.",
en_2740,"Elles s'étaient associées toutes les deux pour cette vente de couteaux, alors elles ont coupé la poire en deux.","Elles s'étaient associées toutes les deux pour cette vente de couteaux, alors elles ont coupé la poire en deux.",1458,0,"Elles avaient décidé de collaborer ensemble sur ce projet d'ustensiles, alors elles ont réparti équitablement les bénéfices.",
en_2740,Ils étaient les deux patrons de leur fabrique de couteaux mais ils avaient du mal à trancher en cas de désaccord.,Ils étaient les deux patrons de leur fabrique de couteaux mais ils avaient du mal à trancher en cas de désaccord.,1459,0,"Ils dirigeaient ensemble leur entreprise de coutellerie, mais ils rencontraient souvent des difficultés à résoudre leurs différends.",
en_2746,"Si vous brûlez la bougie aux deux extrémités, vous n'êtes pas aussi brillant que vous le pensez.","Si vous brûlez la bougie aux deux extrémités, vous n'êtes pas aussi brillant que vous le pensez.",1460,0,"Si vous travaillez sans relâche, vous risquez de vous épuiser avant d'atteindre vos objectifs.","If you work tirelessly, you risk burning out before reaching your goals."
en_2746,"Si vous brûlez la bougie par les deux bouts, vous n'êtes pas aussi brillant que vous le pensez.","Si vous brûlez la bougie par les deux bouts, vous n'êtes pas aussi brillant que vous le pensez.",1461,0,"Si vous vous épuisez sans cesse, vous ne serez pas aussi productif que vous l'espérez.",
en_2747,"Tom et son groupe se sont mis d’accord pour jouer un La, un Do dièse et un Mi majeur.","Tom et son groupe se sont mis d’accord pour jouer un La, un Do dièse et un Mi majeur.",1462,0,"Marie et ses amis ont décidé de peindre un tableau avec des tons de rouge, de bleu et de jaune.",
en_2747,"Jouons donc un la, un do dièse et un mi, s'écrie la bande de Tom de concert.","Jouons donc un la, un do dièse et un mi, s'écrie la bande de Tom de concert.",1463,0,"Jouons alors un fa, un si bémol et un ré, propose le groupe de Tom à l'unisson.",
en_2747,"""Jouons un la, un do puis un mi"" s'écrièrent les membres du groupe de Tom d'un seul chœur.","Jouons un la, un do puis un mi s'écrièrent les membres du groupe de Tom d'un seul chœur.",1464,0,"Ils jouèrent une note, un sol puis un la, répétèrent les musiciens de Pierre en parfaite harmonie.",
en_2747,"""Jouons tous un la, un do dièse et un mi"", s'exclamèrent les membres du groupe de Tom en harmonie.","Jouons tous un la, un do dièse et un mi, s'exclamèrent les membres du groupe de Tom en harmonie.",1465,0,"Chantons tous ensemble une note, une autre et encore une autre, proposèrent les chanteurs du chœur de Marie à l'unisson.",
en_2747,"Allez les gars, on joue un la, un do dièse et un mi, cria le groupe de rock de Tom à l'unisson.","Allez les gars, on joue un la, un do dièse et un mi, cria le groupe de rock de Tom à l'unisson.",1466,0,"C'est parti, dit Claire, appuyons sur mi, la et do dièse ensemble maintenant.",
en_2747,"Jouons tous un la, un do dièse et un mi s’exclama le groupe de musique de Tom à l’unisson.","Jouons tous un la, un do dièse et un mi s’exclama le groupe de musique de Tom à l’unisson.",1467,0,"Chantons un do, un sol, suivi d'un mi, dit le chef du chœur de Jean en harmonie.",
en_2747,"""On va tous jouer un la, un do dièse et un mi"" s'exclamèrent les membres du groupe de Tom à l'unisson.","On va tous jouer un la, un do dièse et un mi s'exclamèrent les membres du groupe de Tom à l'unisson.",1468,0,"Ils partiront avec un message, une autorisation et une décision validée par les amis de Paul ensemble.",
en_2747,"Les choristes sont tombés d'accord pour chanter La, Do, Mi","Les choristes sont tombés d'accord pour chanter La, Do, Mi",1469,0,"Les musiciens ont décidé ensemble de jouer Sol, Si, Ré.",
en_2747,"Jouons tous un mi, un do dièse et un la s'écrièrent les musiciens à l'unisson.","Jouons tous un mi, un do dièse et un la s'écrièrent les musiciens à l'unisson.",1470,0,"Les artistes décident de jouer un accord, un ton et une mélodie.","The artists decide to play a chord, a tone, and a melody."
en_2747,"""On commence par un La, ensuite un Do dièse puis on finit par un Mi,"" s'époumona la chorale de Tom en harmonie.","On commence par un La, ensuite un Do dièse puis on finit par un Mi, s'époumona la chorale de Tom en harmonie.",1471,0,"Nous commençons par un La, suivi d'un Si mineur, pour terminer avec un Do, interprétèrent les élèves en harmonie.",
en_2747,"""Chantons un LA"", dit Toto, au diapason.","Chantons un LA, dit Toto, au diapason.",1472,0,"Essayons en VR, suggère Pierre, calmement.",
en_2747,"""Jouons un la, un do dièse et un mi"", s'accorda d'une voix aiguë la bande de Tom.","Jouons un la, un do dièse et un mi, s'accorda d'une voix aiguë la bande de Tom.",1473,0,"Lançons un do, un mi bémol et un la, répondit d’un ton sérieux le chef de Max.",
en_2747,"D’un commun accord, le groupe de Tom a décidé de d’abord jouer un la, puis un do dièse et enfin, un mi.","D’un commun accord, le groupe de Tom a décidé de d’abord jouer un la, puis un do dièse et enfin, un mi.",1474,0,"Après une discussion préalable, le groupe de Marc a décidé de commencer par un bleu, puis un vert, pour conclure avec un jaune.",
en_2747,"Agacé, mon prof de guitare m’a dit de ne pas trop tirer sur la corde.","Agacé, mon prof de guitare m’a dit de ne pas trop tirer sur la corde.",1475,0,"Frustré, mon coach de natation m’a recommandé de ne pas trop forcer dans l’eau.",
en_2747,"Nous jouerons tous un La, un Do dièse et un Mi, cria le groupe de Tom en chœur.","Nous jouerons tous un La, un Do dièse et un Mi, cria le groupe de Tom en chœur.",1476,0,"Ils chantèrent en chœur une gamme de Ré, puis vint un accord de Sol, créant une mélodie douce et apaisante.",
en_2747,"""Jouons tous un A, un C dièse et un E"" tonna tout le groupe de Tom d'un commun accord","Jouons tous un A, un C dièse et un E tonna tout le groupe de Tom d'un commun accord",1477,0,Chantons tous sur un rythme doux et harmonieux pour apaiser l’esprit de notre ensemble musical.,
en_2747,"Jouons un la, un do dièse et un mi, s'est écrié le groupe de Tom d'un seul accord.","Jouons un la, un do dièse et un mi, s'est écrié le groupe de Tom d'un seul accord.",1478,0,"Chantons une note, un fa naturel et un sol, a proposé la bande de Pierre avec enthousiasme.",
en_2747,"Jouons, un la, un do dièse, et un mi, s'écrièrent Tom et ses musiciens d'un commun accord.","Jouons, un la, un do dièse, et un mi, s'écrièrent Tom et ses musiciens d'un commun accord.",1479,0,"Chantons, un mi, un la, et un do, dirent Marc et ses amis d'une voix unie.",
en_2747,"D'un commun accord, Tom et son groupe ont décidé de jouer la même note.","D'un commun accord, Tom et son groupe ont décidé de jouer la même note.",1480,0,"D'une décision partagée, Ana et ses collègues ont décidé de lire un unique ouvrage.","From a shared decision, Ana and her colleagues have decided to read a single book."
en_2747,"Jouons un la, un do dièse et un mi, cria le groupe de Tom d'un même accord.","Jouons un la, un do dièse et un mi, cria le groupe de Tom d'un même accord.",1481,0,"Jouons un do, un mi bémol et un la, dit sereinement le groupe de Luc à l'unisson.",
en_2747,"""Jouons tous un la, un do dièse et un mi,"" s'écria le groupe de Tom d'un même accord.","Jouons tous un la, un do dièse et un mi, s'écria le groupe de Tom d'un même accord.",1482,0,"Chantons ensemble une sol, une si bémol et une ré, proclama le groupe de John à l'unisson.",
en_2747,"Jouons un LA, un DO dièse, et un MI, s’écrièrent les musiciens du groupe de Tom sur le même ton.","Jouons un LA, un DO dièse, et un MI, s’écrièrent les musiciens du groupe de Tom sur le même ton.",1483,0,"Les amis de Marc choisissent de jouer un FA, un SI majeur, et un SOL.",
en_2747,"Jouons un la, un do dièse et un mi, cria l’orchestre de Tom à l’unisson.","Jouons un la, un do dièse et un mi, cria l’orchestre de Tom à l’unisson.",1484,0,"Jouons un ré, un la et un do, dit la sœur de Léo avec harmonie.",
en_275,"Son tube digestif la faisait beaucoup souffrir, comme si elle était victime de querelles intestines.","Son tube digestif la faisait beaucoup souffrir, comme si elle était victime de querelles intestines.",1485,0,"Son appareil digestif lui causait de vives douleurs, comme si elle subissait des troubles sérieux à l'intérieur.",
en_275,"En apprenant qu'elle avait un problème au niveau de ses yeux, je comprends qu'elle ait été d'humeur aqueuse.","En apprenant qu'elle avait un problème au niveau de ses yeux, je comprends qu'elle ait été d'humeur aqueuse.",1486,0,"En découvrant qu'elle avait une maladie oculaire, je comprends qu'elle ait été très émotive.",
en_275,"Je n'ai plus de varice, quelle veine !","Je n'ai plus de varice, quelle veine !",1487,0,"Je n'ai plus de douleurs, c'est agréable.",
en_275,"Les vaisseaux gonflés sur ses jambes étaient très querelleurs pour pas grand chose, on peut dire qu'ils étaient sanguins.","Les vaisseaux gonflés sur ses jambes étaient très querelleurs pour pas grand chose, on peut dire qu'ils étaient sanguins.",1488,0,"Ses veines dilatées sur ses jambes provoquaient souvent des douleurs pour des raisons apparemment mineures, elles étaient sensibles.",
en_2752,"Les vieux magiciens ne meurent jamais, ils disparaissent juste.","Les vieux magiciens ne meurent jamais, ils disparaissent juste.",1489,0,"Les doux rêveurs restent là, ils ne disparaissent pas.",
en_2752,"Les vieux magiciens ne meurent jamais, ils jouent des tours.","Les vieux magiciens ne meurent jamais, ils jouent des tours.",1490,0,"Les anciens sorciers vivent longtemps, ils suivent des chemins.","The ancient sorcerers live long, they follow paths."
en_2752,"Les vieux MAGICIANS ne meurent jamais, ils disparaissent.","Les vieux MAGICIANS ne meurent jamais, ils disparaissent.",1491,0,"Les vieux guides observent en silence, puis partent.",
en_2752,"LES VIEUX MAGICIENS ne meurent jamais, ils disparaissent simplement.","LES VIEUX MAGICIENS ne meurent jamais, ils disparaissent simplement.",1492,0,"LES VIEUX MAÎTRES restent gravés, ils s'en vont calmement.",
en_2752,"Les vieux magiciens ne meurent jamais, ils disparaissent.","Les vieux magiciens ne meurent jamais, ils disparaissent.",1493,0,"Les vieux mages vivent des siècles, ils disparaissent.",
en_2756,Les missionnaires aiment les voitures à capot parce qu'elles sont convertibles.,Les missionnaires aiment les voitures à capot parce qu'elles sont convertibles.,1494,0,Les explorateurs préfèrent les véhicules robustes puisqu'ils sont fiables et durables.,
en_2757,Un petit garçon a rogné ses crayons de couleur parce qu'ils ne se sont pas pointés.,Un petit garçon a rogné ses crayons de couleur parce qu'ils ne se sont pas pointés.,1495,0,Un jeune enfant a affûté ses crayons de couleur parce qu'ils n'étaient pas taillés.,
en_2757,"Ce petit garçon voulaient mettre à la porte ses plum’ mauvais crayons de couleur parce qu’ils ne se pointaient jamais au bouleau. Finalement, ils en ont eu marre, c’est eux qui se sont taillés.","Ce petit garçon voulaient mettre à la porte ses plum’ mauvais crayons de couleur parce qu’ils ne se pointaient jamais au bouleau. Finalement, ils en ont eu marre, c’est eux qui se sont taillés.",1496,0,"Ce jeune enfant désirait ranger dans l'armoire ses crayons de couleur qui ne servaient plus. Finalement, il en a eu assez, c'est lui qui s'est décidé à les trier.",
en_2757,Un petit garçon a viré ses crayons de couleur à cause de leur manque de vivacité.,Un petit garçon a viré ses crayons de couleur à cause de leur manque de vivacité.,1497,0,Un jeune enfant a rejeté ses pastels en raison de leur teinte trop terne.,
en_2757,Un petit garçon a dû mettre à la porte ses plumes mauvais crayons de couleur parce qu'ils ne se pointaient pas / jamais au bouleau.,Un petit garçon a dû mettre à la porte ses plumes mauvais crayons de couleur parce qu'ils ne se pointaient pas / jamais au bouleau.,1498,0,Un jeune enfant a été obligé d'ordonner proprement ses feutres de dessin car ils ne marquaient pas bien sur le carton.,
en_2767,"Les vieux fermiers ne meurent jamais, ils deviennet des légumes.","Les vieux fermiers ne meurent jamais, ils deviennet des légumes.",1499,0,Les anciens cultivateurs continuent de travailler et s'occupent de leurs champs.,
